68118,/UA-000000000-000014464,,/Групстарс Кемікал (Юнан) Чайна Л.Л.С.
68110,/UA-000000000-000014463,,/ТОВ "ЕЛПІС" (виробник, відповідальний за випуск серії)
68108,/UA-000000000-000014462,,/Товариство з обмеженою відповідальністю "ФАРМХІМ"
68095,/UA-000000000-000000334,68960,/Евертоджен Лайф Саєнсиз Лімітед
68094,/UA-000000000-000000335,68959,/Евертоджен Лайф Саєнсиз Лімітед
68077,/UA-000000000-000036978,68942,/Товариство з обмеженою відповідальністю "Харківське фармацевтичне підприємство "Здоров'я народу" (всі стадії виробництва, контроль якості, випуск серії)
68076,/UA-000000000-000036978,68941,/Товариство з обмеженою відповідальністю "Харківське фармацевтичне підприємство "Здоров'я народу" (всі стадії виробництва, контроль якості, випуск серії)
68075,/UA-000000000-000036978,68940,/Товариство з обмеженою відповідальністю "Харківське фармацевтичне підприємство "Здоров'я народу" (всі стадії виробництва, контроль якості, випуск серії)
68068,/UA-000000000-000014461,,/Фермік С.А. де Ц.В.
68067,/UA-000000000-000000071,68933,/Медокемі Лімітед
68064,/UA-000000000-000014460,,/Шандонг Нью Тайм Фармацьютікал Ко., Лтд.
68059,/UA-000000000-000014470,68928,/АТ "Лубнифарм"
68053,/UA-000000000-000007649,68922,/ТОВ "Юрія-Фарм"
68047,/UA-000000000-000036965,68916,/Фармзавод Єльфа А.Т.
68046,/UA-000000000-000000070,68915,/Медокемі Лімітед
68040,/UA-000000000-000036964,68908,/Фармзавод Єльфа А.Т.
68039,/UA-000000000-000036964,68907,/Фармзавод Єльфа А.Т.
68027,/UA-000000000-000014447,,/Альдалія Ко
68025,/UA-000000000-000014446,,/Альфанар Ко фор імпорт енд експорт
68022,/UA-000000000-000014445,,/ПрАТ "Ліктрави"
68019,/UA-000000000-000000069,68892,/Медокемі Лімітед (виробництво за повним циклом)
68018,/UA-000000000-000014497,,/Екселла ГмбХ енд Ко. КГ
68013,/UA-000000000-000007672,68888,/Гетеро Лабз Лімітед
68004,/UA-000000000-000007671,68879,/Гетеро Лабз Лімітед
67999,/UA-000000000-000001506,68874,/АТ "Олайнфарм"
67998,/UA-000000000-000036953,68873,/УОРЛД МЕДИЦИН ІЛАЧ САН. ВЕ ТІДЖ. A.Ш.
67996,/UA-000000000-000000068,68871,/Медокемі Лімітед (виробництво за повним циклом)
67988,/UA-000000000-000014459,,/Мерк КГаА
67985,/UA-000000000-000014458,,/ПРАЧІ ФАРМАСЬЮТІКАЛС ПВТ. ЛТД.
67984,/UA-000000000-000036941,68863,/Медокемі ЛТД (Центральний Завод) (виробництво за повним циклом)
67983,/UA-000000000-000036941,68862,/Медокемі ЛТД (Центральний Завод) (виробництво за повним циклом)
67981,/UA-000000000-000036942,68861,/Медокемі ЛТД (Центральний Завод) (виробництво за повним циклом)
67980,/UA-000000000-000036942,68860,/Медокемі ЛТД (Центральний Завод) (виробництво за повним циклом)
67975,/UA-000000000-000014457,,/Г. Амфрей Лабораторіз
67973,/UA-000000000-000014456,,/ПРАЧІ ФАРМАСЬЮТІКАЛЗ ПВТ. ЛТД.
67971,/UA-000000000-000014455,,/Ескей Йодін Пвт. Лтд.
67958,/UA-000000000-000003371,68844,/Товариство з обмеженою відповідальністю "Дослідний завод "ГНЦЛС" (всі стадії виробництва, контроль якості, випуск серії)
67949,/UA-000000000-000013389,,/Чжецзян Хісун Фармасьютікал Ко., Лтд.
67948,/UA-000000000-000036935,68835,/Товариство з обмеженою відповідальністю "Фармацевтична компанія "Здоров'я" (всі стадії циклу виробництва та випуск серії)
67947,/UA-000000000-000036935,68834,/ТОВ "ФАРМЕКС ГРУП" (всі стадії циклу виробництва та випуск серії)
67946,/UA-000000000-000036935,68833,/ТОВ "ФАРМЕКС ГРУП" (всі стадії циклу виробництва та випуск серії)
67943,/UA-000000000-000000316,68830,/Іммакул Лайфсайєнсиз Приват Лімітед
67941,/UA-000000000-000007630,68828,/ПрАТ "Технолог"
67940,/UA-000000000-000007630,68827,/ПрАТ "Технолог"
67939,/UA-000000000-000007630,68826,/ПрАТ "Технолог"
67928,/UA-000000000-000036931,68815,/ТОВ "ФАРМЕКС ГРУП"
67927,/UA-000000000-000036931,68814,/ТОВ "ФАРМЕКС ГРУП"
67926,/UA-000000000-000036932,68813,/ТОВ "ФАРМЕКС ГРУП"
67920,/UA-000000000-000013388,,/Таіжоу Ксінгмінг Фармасьютікал Ко., Лтд.
67910,/UA-000000000-000014453,,/Анмол Чемікалс
67907,/UA-000000000-000014452,,/Др. Пауль Ломанн ГмбХ енд Ко. КГаА
67904,/UA-000000000-000014451,,/ФЛАММА С.п.А.
67902,/UA-000000000-000016409,,/ПАТ "Галичфарм"
67900,/UA-000000000-000014450,,/Товариство з обмеженою відповідальністю "Фармацевтична компанія "Здоров'я"
67896,/UA-000000000-000016410,,/ПрАТ "Ліктрави"
67893,/UA-000000000-000003370,68795,/Меркле ГмбХ (дозвіл на випуск серії)
67886,/UA-000000000-000000309,68789,/Бафна Фармасьютікалс Лтд.
67885,/UA-000000000-000000308,68788,/Бафна Фармасьютікалс Лтд.
67884,/UA-000000000-000036924,68786,/ПРАТ "ФІТОФАРМ" (відповідальний за випуск серії, не включаючи контроль/випробування серії)
67883,/UA-000000000-000036924,68785,/ПРАТ "ФІТОФАРМ" (відповідальний за випуск серії, не включаючи контроль/випробування серії)
67880,/UA-000000000-000013386,,/ТОВ НВФ "МІКРОХІМ"
67879,/UA-000000000-000014448,,/ПАТ "Галичфарм"
67872,/UA-000000000-000013385,,/Жейянг Хісун Фармасьютікал Ко., Лтд.
67852,/UA-000000000-000036914,68746,/Дженефарм СА (Виробництво, первинне та вторинне пакування, контроль та випуск серії лікарського засобу)
67851,/UA-000000000-000036914,68745,/Дженефарм СА (Виробництво, первинне та вторинне пакування, контроль та випуск серії лікарського засобу)
67850,/UA-000000000-000013285,68778,/ПрАТ "Ліктрави"
67846,/UA-000000000-000036909,68740,/Гаупт Фарма Вульфінг ГмбХ (виробник ГЛЗ, первинне пакування, вторинне пакування)
67845,/UA-000000000-000036909,68739,/Гаупт Фарма Вульфінг ГмбХ (виробник ГЛЗ, первинне пакування, вторинне пакування)
67844,/UA-000000000-000036909,68738,/Гаупт Фарма Вульфінг ГмбХ (виробник ГЛЗ, первинне пакування, вторинне пакування)
67839,/UA-000000000-000013284,68772,/ПрАТ Фармацевтична фабрика "Віола"
67838,/UA-000000000-000013284,68771,/ПрАТ Фармацевтична фабрика "Віола"
67817,/UA-000000000-000001932,68711,/Байєр АГ (всі стадії виробництва)
67815,/UA-000000000-000036780,68709,/ТОВ "КУСУМ ФАРМ"
67812,/UA-000000000-000001934,68706,/Байєр АГ (всі стадії виробництва)
67810,/UA-000000000-000014484,,/ДжиЕмТі Файн Кемакалз CА
67806,/UA-000000000-000001933,68701,/Байєр АГ (всі стадії виробництва)
67803,/UA-000000000-000014469,,/Жеянг Руйбенг Лабораторіз
67802,/UA-000000000-000036772,68699,/ТОВ НВФ "МІКРОХІМ" (проведення випробування в рамках контролю якості (фізичні/хімічні випробування); виробнича дільниця)
67801,/UA-000000000-000036772,68698,/ТОВ НВФ "МІКРОХІМ" (проведення випробування в рамках контролю якості (фізичні/хімічні випробування); виробнича дільниця)
67800,/UA-000000000-000036772,68697,/ТОВ НВФ "МІКРОХІМ" (проведення випробування в рамках контролю якості (фізичні/хімічні випробування); виробнича дільниця)
67796,/UA-000000000-000001935,68694,/Байєр АГ (всі стадії виробництва)
67792,/UA-000000000-000016412,,/Публічне акціонерне товариство "Науково-виробничий центр "Борщагівський хіміко-фармацевтичний завод"
67787,/UA-000000000-000016411,,/Публічне акціонерне товариство "Науково-виробничий центр "Борщагівський хіміко-фармацевтичний завод"
67786,/UA-000000000-000007812,68687,/ТОВ НВФ "Мікрохім" (відповідальний за випуск серії, не включаючи контроль/випробування серії)
67785,/UA-000000000-000007812,68686,/ТОВ НВФ "Мікрохім" (відповідальний за випуск серії, не включаючи контроль/випробування серії)
67784,/UA-000000000-000014494,,/Чжухай Рунду Фармасьютікал Ко., Лтд.
67781,/UA-000000000-000014493,,/Гетеро Лабз Лімітед
67777,/UA-000000000-000016413,,/ПАТ "Галичфарм"
67769,/UA-000000000-000014492,,/Джиянг Тьяну Фармасьютикал Ко., Лтд.
67767,/UA-000000000-000016414,,/Фінцельберг ГмбХ & Ко. КГ
67766,/UA-000000000-000003376,68678,/КРКА, д.д., Ново место
67765,/UA-000000000-000003376,68677,/КРКА, д.д., Ново место
67764,/UA-000000000-000003376,68676,/КРКА, д.д., Ново место
67763,/UA-000000000-000003376,68675,/КРКА, д.д., Ново место
67762,/UA-000000000-000003376,68674,/КРКА, д.д., Ново место
67761,/UA-000000000-000003376,68673,/КРКА, д.д., Ново место
67760,/UA-000000000-000003376,68672,/КРКА, д.д., Ново место
67759,/UA-000000000-000003376,68671,/КРКА, д.д., Ново место
67758,/UA-000000000-000003376,68670,/КРКА, д.д., Ново место
67757,/UA-000000000-000003376,68669,/КРКА, д.д., Ново место
67402,/UA-000000000-000037087,68342,/Валдефарм (виробництво нерозфасованої продукції "bulk", первинне та вторинне пакування, контроль серії)
67401,/UA-000000000-000037087,68341,/Валдефарм (виробництво нерозфасованої продукції "bulk", первинне та вторинне пакування, контроль серії)
67398,/UA-000000000-000037091,68336,/ІНТАС ФАРМАСЬЮТІКАЛЗ ЛІМІТЕД (виробництво лікарського засобу, первинне та вторинне пакування, контроль якості серії)
67389,/UA-000000000-000037088,68327,/Зігфрід Гамельн ГмбХ (виробництво готового лікарського засобу, первинне пакування, маркування та вторинне пакування, контроль випробування серії)
67388,/UA-000000000-000037088,68326,/Зігфрід Гамельн ГмбХ (виробництво готового лікарського засобу, первинне пакування, маркування та вторинне пакування, контроль випробування серії)
67387,/UA-000000000-000037088,68325,/Зігфрід Гамельн ГмбХ (виробництво готового лікарського засобу, первинне пакування, маркування та вторинне пакування, контроль випробування серії)
67386,/UA-000000000-000037088,68324,/Зігфрід Гамельн ГмбХ (виробництво готового лікарського засобу, первинне пакування, маркування та вторинне пакування, контроль випробування серії)
67385,/UA-000000000-000037088,68323,/Зігфрід Гамельн ГмбХ (виробництво готового лікарського засобу, первинне пакування, маркування та вторинне пакування, контроль випробування серії)
67384,/UA-000000000-000037088,68322,/Зігфрід Гамельн ГмбХ (виробництво готового лікарського засобу, первинне пакування, маркування та вторинне пакування, контроль випробування серії)
67368,/UA-000000000-000036854,68306,/ТОВ "КУСУМ ФАРМ"
67367,/UA-000000000-000036854,68305,/ТОВ "КУСУМ ФАРМ"
67366,/UA-000000000-000036854,68304,/ТОВ "КУСУМ ФАРМ"
67365,/UA-000000000-000036854,68303,/ТОВ "КУСУМ ФАРМ"
67363,/UA-000000000-000037081,68301,/Патеон Фармасьютікалз Інк.
67362,/UA-000000000-000036852,68300,/АЛКАЛОЇД АД Скоп’є (виробник, відповідальний за випуск серії)
67360,/UA-000000000-000037077,68298,/Атлантік Фарма Продусьйос Фармасьютікас С.А. (виробництво готової лікарської форми, первинне та вторинне пакування, контроль серії, випуск серії)
67359,/UA-000000000-000036849,,/ТОВ "Юрія-Фарм" (виробник відповідальний за фінальну очистку та випуск серії)
67357,/UA-000000000-000037073,68296,/Атлантік Фарма Продусьйос Фармасьютікас С.А. (виробництво готової лікарської форми, первинне та вторинне пакування, контроль серії, випуск серії)
67356,/UA-000000000-000036844,68294,/Сан Фармасьютикал Індастріз Лімітед
67355,/UA-000000000-000036844,68293,/Сан Фармасьютикал Індастріз Лімітед
67354,/UA-000000000-000036844,68292,/Сан Фармасьютикал Індастріз Лімітед
67348,/UA-000000000-000036843,68287,/Сан Фармасьютикал Індастріз Лімітед
67347,/UA-000000000-000036843,68286,/Сан Фармасьютикал Індастріз Лімітед
67346,/UA-000000000-000036843,68285,/Сан Фармасьютикал Індастріз Лімітед
67343,/UA-000000000-000037067,68282,/Ауробіндо Фарма Лімітед - Юніт VII
67339,/UA-000000000-000037063,68278,/Ауробіндо Фарма Лімітед - Юніт VII
67337,/UA-000000000-000015133,,/РУСАН ФАРМА ЛТД.
67332,/UA-000000000-000036838,68273,/ПрАТ "Технолог"
67331,/UA-000000000-000036838,68272,/ПрАТ "Технолог"
67330,/UA-000000000-000036838,68271,/ПрАТ "Технолог"
67329,/UA-000000000-000015137,,/Санофі Вінтроп Індустрі
67328,/UA-000000000-000036837,68270,/ПрАТ "Технолог"
67327,/UA-000000000-000036837,68269,/ПрАТ "Технолог"
67325,/UA-000000000-000036834,68268,/Гетеро Лабз Лімітед
67322,/UA-000000000-000037053,68265,/УОРЛД МЕДИЦИН ІЛАЧ САН. ВЕ ТІДЖ. А.Ш.
67318,/UA-000000000-000036833,,/САЙТЕК ІНДАСТРІЗ ІНК.
67315,/UA-000000000-000037048,68259,/Медокемі Лімітед (первинне та вторинне пакування)
67314,/UA-000000000-000037048,68258,/Медокемі Лімітед (первинне та вторинне пакування)
67313,/UA-000000000-000036828,68257,/АТ "Лубнифарм"
67312,/UA-000000000-000036828,68256,/АТ "Лубнифарм"
67311,/UA-000000000-000036828,68255,/АТ "Лубнифарм"
67307,/UA-000000000-000037045,68250,/БіоМарин Фармасьютикал Інк. (готовий лікарський засіб: випробування контролю якості (контроль в процесі виробництва: ідентифікація) та випробування стабільності; розчин для промивання: обробка лікарського засобу (виробництво нерозфасованого проміжного розчину для промивання) та випробування контролю якості (контроль в процесі виробництва: ідентифікація та випробування стабільності))
67303,/UA-000000000-000037039,68244,/Сіндеа Фарма, С.Л.
67301,/UA-000000000-000036823,68242,/Гетеро Лабз Лімітед
67300,/UA-000000000-000037037,68241,/Кусум Хелтхкер Пвт Лтд
67293,/UA-000000000-000036822,,/Симбіотіка Спешиеліті Інгрідієнтс Сдн. Бхд
67288,/UA-000000000-000037029,68230,/УОРЛД МЕДИЦИН ІЛАЧ САН. ВЕ ТІДЖ. А.Ш.
67287,/UA-000000000-000037029,68229,/УОРЛД МЕДИЦИН ІЛАЧ САН. ВЕ ТІДЖ. А.Ш.
67284,/UA-000000000-000036818,68226,/Джелтек Прайвет Лімітед
67283,/UA-000000000-000036818,68225,/Джелтек Прайвет Лімітед
67280,/UA-000000000-000037027,68222,/Фармзавод Єльфа А.Т.
67273,/UA-000000000-000037023,68215,/ТОВ "КУСУМ ФАРМ"
67272,/UA-000000000-000037023,68214,/ТОВ "КУСУМ ФАРМ"
67269,/UA-000000000-000037022,68211,/ТОВ "КУСУМ ФАРМ"
67268,/UA-000000000-000037022,68210,/ТОВ "КУСУМ ФАРМ"
67267,/UA-000000000-000037022,68209,/ТОВ "КУСУМ ФАРМ"
67266,/UA-000000000-000037022,68208,/ТОВ "КУСУМ ФАРМ"
67238,/UA-000000000-000037014,68180,/ТОВ "КУСУМ ФАРМ"
67237,/UA-000000000-000037014,68179,/ТОВ "КУСУМ ФАРМ"
67231,/UA-000000000-000037009,68173,/Такеда ГмбХ, місце виробництва Оранієнбург (виробництво за повним циклом)
67230,/UA-000000000-000037009,68172,/Такеда ГмбХ, місце виробництва Оранієнбург (виробництво за повним циклом)
67229,/UA-000000000-000036825,68171,/ПрАТ "Фармацевтична фірма "Дарниця"
67228,/UA-000000000-000036825,68170,/ПрАТ "Фармацевтична фірма "Дарниця"
67225,/UA-000000000-000036813,68167,/АТ "Фармак" (вторинне пакування, маркування, випуск серії з продукції in bulk фірми-виробника МЕДІС Інтернешнл а.с., завод (виробниче підприємство) у м. Болатіце, Чеська Республіка (відповідальний за контроль якості, первинне та вторинне пакування, випуск серії) та фірми-виробника Зентіва к.с., Чеська Республіка (відповідальний за виробництво, контроль якості))
67224,/UA-000000000-000036810,68166,/Зентіва, к.с.
67216,/UA-000000000-000036514,,/МЕНАДІОНА С.Л. (Виробництво (за винятком мікронізації), контроль якості (за винятком контролю розміру часток), випуск серій)
67214,/UA-000000000-000036998,68157,/Біологіше Хайльміттель Хеель ГмбХ
67213,/UA-000000000-000036998,68156,/Біологіше Хайльміттель Хеель ГмбХ
67212,/UA-000000000-000036998,68155,/Біологіше Хайльміттель Хеель ГмбХ
67211,/UA-000000000-000036505,68154,/Фармаселект Інтернешнл Бетелігангз ГмбХ (виробник, який відповідає за випуск серії)
67210,/UA-000000000-000036505,68153,/Фармаселект Інтернешнл Бетелігангз ГмбХ (виробник, який відповідає за випуск серії)
67201,/UA-000000000-000036487,68144,/ТОВ НВФ "Мікрохім" (відповідальний за випуск серії, не включаючи контроль/випробування серії)
67200,/UA-000000000-000036487,68143,/ТОВ НВФ "Мікрохім" (відповідальний за випуск серії, не включаючи контроль/випробування серії)
67198,/UA-000000000-000036476,68141,/Ауробіндо Фарма Лімітед – Юніт III
67197,/UA-000000000-000036475,68140,/Ауробіндо Фарма Лімітед – Юніт III
67196,/UA-000000000-000036491,,/ГЛЕНМАРК ЛАЙФ САЙНСІС ЛІМІТЕД
67194,/UA-000000000-000036460,68138,/НЕУРАКСФАРМ ФАРМАСЬЮТІКАЛС, С.Л.
67193,/UA-000000000-000036459,68137,/НЕУРАКСФАРМ ФАРМАСЬЮТІКАЛС, С.Л.
67190,/UA-000000000-000036454,68134,/ПАТ "Галичфарм"
67189,/UA-000000000-000036454,68133,/ПАТ "Галичфарм"
67188,/UA-000000000-000036444,68132,/УОРЛД МЕДИЦИН ІЛАЧ САН. ВЕ ТІДЖ. А.Ш.
67187,/UA-000000000-000036433,68131,/Босналек д.д.
67185,/UA-000000000-000036981,68129,/УОРЛД МЕДИЦИН ІЛАЧ САН. ВЕ ТІДЖ. А.Ш.
67184,/UA-000000000-000036981,68128,/УОРЛД МЕДИЦИН ІЛАЧ САН. ВЕ ТІДЖ. А.Ш.
67183,/UA-000000000-000036385,68127,/ЛАБОРАТОРІОС ЛЕОН ФАРМА С.А. (виробництво проміжного продукту - м'яких желатинових капсул та виробництво ГЛЗ, первинне та вторинне пакування, контроль якості, відповідальний за випуск серії)
67182,/UA-000000000-000036385,68126,/ЛАБОРАТОРІОС ЛЕОН ФАРМА С.А. (виробництво проміжного продукту - м'яких желатинових капсул та виробництво ГЛЗ, первинне та вторинне пакування, контроль якості, відповідальний за випуск серії)
67179,/UA-000000000-000036377,68123,/Публічне акціонерне товариство "Науково-виробничий центр "Борщагівський хіміко-фармацевтичний завод"
67172,/UA-000000000-000036974,68116,/ПРАТ "ХІМФАРМЗАВОД "ЧЕРВОНА ЗІРКА"
67171,/UA-000000000-000036974,68115,/ПРАТ "ХІМФАРМЗАВОД "ЧЕРВОНА ЗІРКА"
67170,/UA-000000000-000036316,68114,/ВЕМ Ілач Сан. ве Тік. А.С.
67167,/UA-000000000-000036299,68111,/СТРАЙДС ФАРМА САЙЕНС ЛІМІТЕД
67166,/UA-000000000-000036298,68110,/СТРАЙДС ФАРМА САЙЕНС ЛІМІТЕД
67163,/UA-000000000-000036290,68107,/Бакстер Онколоджі ГмбХ (виробництво, випробування контролю якості при випуску (крім пригнічення росту клітин))
67161,/UA-000000000-000036278,68105,/Фідія Фармачеутічі С.п.А.
67160,/UA-000000000-000036278,68104,/Фідія Фармачеутічі С.п.А.
