68077,/UA-000000000-000036978,68942,/Товариство з обмеженою відповідальністю "Харківське фармацевтичне підприємство "Здоров'я народу" (всі стадії виробництва, контроль якості, випуск серії)
68076,/UA-000000000-000036978,68941,/Товариство з обмеженою відповідальністю "Харківське фармацевтичне підприємство "Здоров'я народу" (всі стадії виробництва, контроль якості, випуск серії)
68075,/UA-000000000-000036978,68940,/Товариство з обмеженою відповідальністю "Харківське фармацевтичне підприємство "Здоров'я народу" (всі стадії виробництва, контроль якості, випуск серії)
68068,/UA-000000000-000014461,,/Фермік С.А. де Ц.В.
68067,/UA-000000000-000000071,68933,/Медокемі Лімітед
68064,/UA-000000000-000014460,,/Шандонг Нью Тайм Фармацьютікал Ко., Лтд.
68059,/UA-000000000-000014470,68928,/АТ "Лубнифарм"
68053,/UA-000000000-000007649,68922,/ТОВ "Юрія-Фарм"
68047,/UA-000000000-000036965,68916,/Фармзавод Єльфа А.Т.
68046,/UA-000000000-000000070,68915,/Медокемі Лімітед
68040,/UA-000000000-000036964,68908,/Фармзавод Єльфа А.Т.
68039,/UA-000000000-000036964,68907,/Фармзавод Єльфа А.Т.
68027,/UA-000000000-000014447,,/Альдалія Ко
68025,/UA-000000000-000014446,,/Альфанар Ко фор імпорт енд експорт
68022,/UA-000000000-000014445,,/ПрАТ "Ліктрави"
68019,/UA-000000000-000000069,68892,/Медокемі Лімітед (виробництво за повним циклом)
68018,/UA-000000000-000014497,,/Екселла ГмбХ енд Ко. КГ
68013,/UA-000000000-000007672,68888,/Гетеро Лабз Лімітед
68004,/UA-000000000-000007671,68879,/Гетеро Лабз Лімітед
67999,/UA-000000000-000001506,68874,/АТ "Олайнфарм"
67998,/UA-000000000-000036953,68873,/УОРЛД МЕДИЦИН ІЛАЧ САН. ВЕ ТІДЖ. A.Ш.
67996,/UA-000000000-000000068,68871,/Медокемі Лімітед (виробництво за повним циклом)
67988,/UA-000000000-000014459,,/Мерк КГаА
67985,/UA-000000000-000014458,,/ПРАЧІ ФАРМАСЬЮТІКАЛС ПВТ. ЛТД.
67984,/UA-000000000-000036941,68863,/Медокемі ЛТД (Центральний Завод) (виробництво за повним циклом)
67983,/UA-000000000-000036941,68862,/Медокемі ЛТД (Центральний Завод) (виробництво за повним циклом)
67981,/UA-000000000-000036942,68861,/Медокемі ЛТД (Центральний Завод) (виробництво за повним циклом)
67980,/UA-000000000-000036942,68860,/Медокемі ЛТД (Центральний Завод) (виробництво за повним циклом)
67975,/UA-000000000-000014457,,/Г. Амфрей Лабораторіз
