1,ua_66_1,1.0,Загальні розлади та реакції у місці введення,1,MedDRA
2,ua_66_2,1.0,Терапевтичні та нетерапевтичні ефекти (крім токсичності),1,MedDRA
3,ua_66_3,1.0,Взаємодії,1,MedDRA
4,ua_66_4,1.0,Взаємодія з алкоголем,1,MedDRA
5,ua_66_5,1.0,Взаємодія ліків з алкоголем,1,MedDRA
6,ua_66_6,1.0,Взаємодія з їжею,1,MedDRA
7,ua_66_7,1.0,Взаємодія ліків з їжею,1,MedDRA
8,ua_66_8,1.0,Судинні розлади,1,MedDRA
9,ua_66_9,1.0,Судинні геморагічні порушення,1,MedDRA
10,ua_66_10,1.0,Шлунково-кишкові крововиливи,1,MedDRA
11,ua_66_11,1.0,Гематемезис,1,MedDRA
12,ua_66_12,1.0,Блювота кров'ю,1,MedDRA
13,ua_66_13,1.0,Розлади шлунково-кишкового тракту,1,MedDRA
14,ua_66_14,1.0,Шлунково-кишкові крововиливи NEC,1,MedDRA
15,ua_66_15,1.0,Шлунково-кишкові крововиливи неспецифічного походження,1,MedDRA
16,ua_66_16,1.0,Гематемезис,1,MedDRA
17,ua_66_17,1.0,Блювота кров'ю,1,MedDRA
18,ua_66_18,1.0,Дослідження серця та судин (за винятком тестів на ферменти),1,MedDRA
19,ua_66_19,1.0,Ендокринні дослідження (включаючи статеві гормони),1,MedDRA
20,ua_66_20,1.0,Дослідження ферментів, NEC" де "NEC" означає "не включаючи конкретних" (Not Elsewhere Classified),1,MedDRA
21,ua_66_21,1.0,Гепатобіліарні дослідження,1,MedDRA
22,ua_66_22,1.0,Метаболічні, харчові та дослідження крові на гази,1,MedDRA
23,ua_66_23,1.0,Дослідження, зображення та процедури гістопатології, NEC" де "NEC" означає "не включаючи конкретних" (Not Elsewhere Classified).,1,MedDRA
24,ua_66_24,1.0,Дослідження,1,MedDRA
25,ua_66_25,1.0,Захворювання серця,1,MedDRA
26,ua_66_26,1.0,Вроджені, сімейні та генетичні порушення,1,MedDRA
27,ua_66_27,1.0,Розлади крові та лімфатичної системи,1,MedDRA
29,ua_66_29,1.0,Розлади очей,1,MedDRA
30,ua_66_30,1.0,Розлади вуха та лабіринту (вухна раковина),1,MedDRA
31,ua_66_31,1.0,Розлади дихальної, грудної та середостіння,1,MedDRA
32,ua_66_32,1.0,Захворювання нирок та сечостатевої системи,1,MedDRA
33,ua_66_33,1.0,Розлади шкіри та підшкірної тканини,1,MedDRA
34,ua_66_34,1.0,Розлади опорно-рухової системи та зв'язкової тканини,1,MedDRA
35,ua_66_35,1.0,Ендокринні порушення,1,MedDRA
36,ua_66_36,1.0,Розлади обміну речовин та харчування.,1,MedDRA
38,ua_66_38,1.0,Розлади нервової системи,1,MedDRA
