1,ua_70_1,1.0,Усі,1,AgeRange
2,ua_70_2,1.0,Доросла тварина,1,AgeRange
3,ua_70_3,1.0,Молода тварина,1,AgeRange
4,ua_70_4,1.0,Ембріональне яйце,1,AgeRange
5,ua_70_5,1.0,Молода тварина/Новонароджений,1,AgeRange
6,ua_70_6,1.0,Яйце,1,AgeRange
7,ua_70_7,1.0,Дорослі (від 75 до < 85 років),1,AgeRange
8,ua_70_8,1.0,Дорослі (від 18 до <46 років),1,AgeRange
9,ua_70_9,1.0,Дорослі (від 46 до < 65 років),1,AgeRange
10,ua_70_10,1.0,Дорослі (від 65 до < 75 років),1,AgeRange
11,ua_70_11,1.0,Дорослі (85 років і старше),1,AgeRange
12,ua_70_12,1.0,Внутрішньоутробно,1,AgeRange
13,ua_70_13,1.0,Недоношені новонароджені (0 – 27 днів),1,AgeRange
14,ua_70_14,1.0,Доношені новонароджені (0 – 27 днів),1,AgeRange
15,ua_70_15,1.0,Немовлята та малюки (28 днів – 23 місяці),1,AgeRange
16,ua_70_16,1.0,Діти (від 2 до <12 років),1,AgeRange
17,ua_70_17,1.0,Підлітки (від 12 до <18 років),1,AgeRange
18,ua_70_18,1.0,Дорослі (від 18 до <65 років),1,AgeRange
19,ua_70_19,1.0,Особи похилого віку (≥ 65 років),1,AgeRange
20,ua_70_20,1.0,Новонароджені,1,AgeRange
21,ua_70_21,1.0,Діти препубертатного віку ( 2 роки до початку статевого дозрівання),1,AgeRange
22,ua_70_22,1.0,Дорослі та люди похилого віку (>18 років),1,AgeRange
23,ua_70_23,1.0,Підлітки пубертатного та постпубертатного віку (початок статевого дозрівання до < 18 років),1,AgeRange
24,ua_70_24,1.0,Педіатрична популяція (<18 років),1,AgeRange
25,ua_70_25,1.0,Інше,1,AgeRange
