1,ua_9_1,1.0,Краплі очні, розчин пролонгованої дії в однодозовому контейнері,1,CombinedTerm
2,ua_9_2,1.0,Краплі очні, суспензія в однодозовому контейнері,1,CombinedTerm
3,ua_9_3,1.0,Мазь очна в однодозовому контейнері,1,CombinedTerm
4,ua_9_4,1.0,Гранули для приготування розчину для пеорального застосування в саше,1,CombinedTerm
5,ua_9_5,1.0,Розчин для ін'єкцій у попередньо наповненому інжекторі,1,CombinedTerm
6,ua_9_6,1.0,Розчин для ін'єкцій у картриджі-дозаторі,1,CombinedTerm
7,ua_9_7,1.0,Дисперсія для бджоліних вуликів в саше,1,CombinedTerm
8,ua_9_8,1.0,Розчин для ін'єкцій в системі для введення,1,CombinedTerm
9,ua_9_9,1.0,Порошок і розчинник для приготування суспензії пролонгованої дії для ін’єкції у попередньо наповненому шприці,1,CombinedTerm
10,ua_9_10,1.0,Порошок для приготування суспензії для перорального застосування/суспензії ректальної в саше,1,CombinedTerm
11,ua_9_11,1.0,Суспензія для ін'єкцій у попередньо наповненому інжекторі,1,CombinedTerm
12,ua_9_12,1.0,Гель в саше,1,CombinedTerm
13,ua_9_13,1.0,Суспензія оральна у попередньо наповненому оральному аплікаторі,1,CombinedTerm
14,ua_9_14,1.0,Емульсія для перорального застосування у саше,1,CombinedTerm
15,ua_9_15,1.0,Паста для перорального застосування у саше,1,CombinedTerm
16,ua_9_16,1.0,Порошок і розчинник для приготування суспензії пролонгованої дії для ін’єкцій у попередньо наповненій ручці,1,CombinedTerm
17,ua_9_17,1.0,Таблетка, вкрита плівковою оболонкою, та гранули (кишковорозчинні) гастрорезистентні в саше,1,CombinedTerm
18,ua_9_18,1.0,Краплі вушні, розчин в однодозовому контейнері,1,CombinedTerm
19,ua_9_19,1.0,Гранули в однодозовому контейнері,1,CombinedTerm
20,ua_9_20,1.0,Сироп у саше,1,CombinedTerm
21,ua_9_21,1.0,Емульсія для інфузій в системі для введення,1,CombinedTerm
22,ua_9_22,1.0,Порошок і розчинник для приготування суспензії для ін’єкцій у багатодозовому контейнері,1,CombinedTerm
23,ua_9_23,1.0,Розчин для ін’єкцій у багатодозовому контейнері,1,CombinedTerm
24,ua_9_24,1.0,Суспензія для ін’єкцій у багатодозовому контейнері,1,CombinedTerm
25,ua_9_25,1.0,Гранули у капсулі для відкриття,3,CombinedTerm
26,ua_9_26,1.0,Суспензія пролонгованої дії для ін’єкції у попередньо наповненій ручці,1,CombinedTerm
27,ua_9_27,1.0,Розчин для ін'єкцій у флаконі,1,CombinedTerm
28,ua_9_28,1.0,Порошок назальний в однодозовому контейнері,1,CombinedTerm
29,ua_9_29,1.0,Розчин для інфузій у картриджах,1,CombinedTerm
30,ua_9_30,1.0,Розчин для ін’єкцій у попередньо наповнених шприцах в одноразовій касеті,4,CombinedTerm
31,ua_9_31,1.0,Порошок для перорального застосування в однодозовому контейнері,1,CombinedTerm
32,ua_9_32,1.0,Краплі очні, розчин в однодозовому контейнері,1,CombinedTerm
33,ua_9_33,1.0,Порошок оромукозний у кисеті (гнучкому мішечку),3,CombinedTerm
34,ua_9_34,1.0,Пілюлі в однодозовому контейнері,1,CombinedTerm
35,ua_9_35,1.0,Розчин для ін’єкцій у попередньо наповненій ручці,1,CombinedTerm
36,ua_9_36,1.0,Розчин для ін'єкцій у картриджі,1,CombinedTerm
37,ua_9_37,1.0,Розчин для ін’єкцій у попередньо наповненому шприці,1,CombinedTerm
38,ua_9_38,1.0,Суспензія для ін’єкцій у попередньо наповненій ручці,1,CombinedTerm
39,ua_9_39,1.0,Суспензія для ін'єкцій у картриджі,1,CombinedTerm
40,ua_9_40,1.0,Суспензія для ін’єкцій у попередньо наповненому шприці,1,CombinedTerm
41,ua_9_41,1.0,Краплі очні, емульсія в однодозовому контейнері,1,CombinedTerm
42,ua_9_42,1.0,Порошок оральний у капсулах для відкриття,3,CombinedTerm
43,ua_9_43,1.0,Гель трансдермальний у саше,1,CombinedTerm
44,ua_9_44,1.0,Розчин для інфузій в системі для введення,1,CombinedTerm
45,ua_9_45,1.0,Трав'яний чай в пакетику,1,CombinedTerm
46,ua_9_46,1.0,Імплантат інтравітреальний в аплікаторі,1,CombinedTerm
47,ua_9_47,1.0,Порошок та розчинник для приготування розчину для ін’єкцій у попередньо наповненому шприці,1,CombinedTerm
48,ua_9_48,1.0,Розчин для ін’єкцій/інфузій у попередньо наповненому шприці,1,CombinedTerm
49,ua_9_49,1.0,Розчин нашкірний в однодозовому контейнері,1,CombinedTerm
50,ua_9_50,1.0,Гранули, вкриті оболонкою, у саше,1,CombinedTerm
51,ua_9_51,1.0,Спрей назальний, розчин в однодозовому контейнері,1,CombinedTerm
52,ua_9_52,1.0,Порошок та розчинник для приготування суспензії для ін’єкцій у попередньо наповненому шприці,1,CombinedTerm
53,ua_9_53,1.0,Розчин для ін'єкцій в безголковому інжекторі,1,CombinedTerm
54,ua_9_54,1.0,Розчин для ін’єкцій у попередньо наповненому шприці з автоматичним захисним елементом для голки,4,CombinedTerm
55,ua_9_55,1.0,Розчин оральний у флаконі,1,CombinedTerm
56,ua_9_56,1.0,Суспензія оральна в однодозовому контейнері,3,CombinedTerm
57,ua_9_57,1.0,Гель в контейнері під тиском,1,CombinedTerm
58,ua_9_58,1.0,Краплі вушні, суспензія в однодозовому контейнері,1,CombinedTerm
59,ua_9_59,1.0,Емульсія для ін’єкцій/інфузій у попередньо наповненому шприці,1,CombinedTerm
60,ua_9_60,1.0,Гель очний в однодозовому контейнері,1,CombinedTerm
61,ua_9_61,1.0,Гранули (кишковорозчинні) гастрорезистентні для приготування суспензії для перорального застосування в саше,3,CombinedTerm
62,ua_9_62,1.0,Гранули для приготування суспензії для перорального застосування в саше,1,CombinedTerm
63,ua_9_63,1.0,Гранули в саше,1,CombinedTerm
64,ua_9_64,1.0,Краплі назальні, розчин в однодозовому контейнері,1,CombinedTerm
65,ua_9_65,1.0,Порошок для перорального застосування в саше,1,CombinedTerm
66,ua_9_66,1.0,Порошок і розчинник для приготування розчину для ін'єкцій у картриджах,1,CombinedTerm
67,ua_9_67,1.0,Порошок і розчинник для приготування розчину для ін’єкцій у попередньо заповненій ручці,1,CombinedTerm
68,ua_9_68,1.0,Порошок для приготуваня розчину для перорального застосування в саше,1,CombinedTerm
69,ua_9_69,1.0,Імплантат у попередньо наповненому шприці,1,CombinedTerm
70,ua_9_70,1.0,Розчин для небулайзера в однодозовому контейнері,4,CombinedTerm
71,ua_9_71,1.0,Розчин для перорального застосування в саше,1,CombinedTerm
72,ua_9_72,1.0,Розчин для перорального застосування в однодозовому контейнері,1,CombinedTerm
73,ua_9_73,1.0,Суспензія для перорального застосування в саше,1,CombinedTerm
74,ua_9_74,1.0,Порошок і розчинник у попередньо наповненому шприці для розчину для ін’єкцій,4,CombinedTerm
75,ua_9_75,1.0,Розчин і суспензія для приготування суспензії для ін’єкцій у попередньо заповненому шприці,1,CombinedTerm
76,ua_9_76,1.0,Гранули пролонгованої дії для приготування суспензії для перорального застосування в саше,3,CombinedTerm
77,ua_9_77,1.0,Гранули пролонгованої дії в саше,1,CombinedTerm
78,ua_9_78,1.0,Суспензія пролонгованої дії для ін’єкцій у попередньо наповненому шприці,1,CombinedTerm
79,ua_9_79,1.0,Розчин для інфузій у попередньо наповненому шприці,1,CombinedTerm
80,ua_9_80,1.0,Порошок для приготування суспензії оральної в саше,1,CombinedTerm
81,ua_9_81,1.0,Розчин оральний в багатодозовому контейнері з дозуючим насосом,1,CombinedTerm
82,ua_9_82,1.0,Гранули, вкриті оболонкою, в однодозовому контейнері,1,CombinedTerm
83,ua_9_83,1.0,Дисперсія для ін’єкцій у попередньо наповненому шприці,1,CombinedTerm
84,ua_9_84,1.0,Внутрішньокамерний імплантат в аплікаторі,1,CombinedTerm
85,ua_9_85,1.0,Гранули для приготування суспензії (кишковорозчинної) гастрорезистентної для перорального застосування у саше,1,CombinedTerm
86,ua_9_86,1.0,Гранули для приготування суспензії пролонгованої дії для перорального застосування в саше,1,CombinedTerm
