1,ua_19_1,1.0,Абхазька,1,Language
2,ua_19_2,1.0,Албанська,1,Language
3,ua_19_3,1.0,Вірменська,1,Language
4,ua_19_4,1.0,Авестанська,1,Language
5,ua_19_5,1.0,Башкирська,1,Language
6,ua_19_6,1.0,Бенгальська,1,Language
7,ua_19_7,1.0,Афар,1,Language
8,ua_19_8,1.0,Африканська,1,Language
9,ua_19_9,1.0,Акан,1,Language
10,ua_19_10,1.0,Амхарська,1,Language
11,ua_19_11,1.0,Арабська,1,Language
12,ua_19_12,1.0,Арагонська,1,Language
13,ua_19_13,1.0,Асамська,1,Language
14,ua_19_14,1.0,Аварська,1,Language
15,ua_19_15,1.0,Аймара,1,Language
16,ua_19_16,1.0,Азербайджанська,1,Language
17,ua_19_17,1.0,Бамбара,1,Language
18,ua_19_18,1.0,Баскська,1,Language
19,ua_19_19,1.0,Білоруська,1,Language
20,ua_19_20,1.0,Біхарі,1,Language
21,ua_19_21,1.0,Біслама,1,Language
22,ua_19_22,1.0,Бретонська,1,Language
23,ua_19_23,1.0,Бірманська,1,Language
24,ua_19_24,1.0,Боснійська,1,Language
25,ua_19_25,1.0,Болгарська,1,Language
26,ua_19_26,1.0,Чаморо,1,Language
27,ua_19_27,1.0,Чуваська,1,Language
28,ua_19_28,1.0,Крі,1,Language
29,ua_19_29,1.0,Мальдівська (дівехі),1,Language
30,ua_19_30,1.0,Англійська,1,Language
31,ua_19_31,1.0,Еве,1,Language
32,ua_19_32,1.0,Фінська,1,Language
33,ua_19_33,1.0,Фула,1,Language
34,ua_19_34,1.0,Гельська,1,Language
35,ua_19_35,1.0,Манкс,1,Language
36,ua_19_36,1.0,Гуджаратська,1,Language
37,ua_19_37,1.0,Іврит,1,Language
38,ua_19_38,1.0,Хірі Моту,1,Language
39,ua_19_39,1.0,Ісландська,1,Language
40,ua_19_40,1.0,Інуктитут,1,Language
41,ua_19_41,1.0,Індонезійська,1,Language
42,ua_19_42,1.0,Яванська,1,Language
43,ua_19_43,1.0,Каннада,1,Language
44,ua_19_44,1.0,Каталонська,1,Language
45,ua_19_45,1.0,Чеченська,1,Language
46,ua_19_46,1.0,Китайська,1,Language
47,ua_19_47,1.0,Старослов'янська,1,Language
48,ua_19_48,1.0,Корніш,1,Language
49,ua_19_49,1.0,Корсиканська,1,Language
50,ua_19_50,1.0,Чеська,1,Language
51,ua_19_51,1.0,Данська,1,Language
52,ua_19_52,1.0,Голландська (нідерландська),1,Language
53,ua_19_53,1.0,Дзонґ-ке,1,Language
54,ua_19_54,1.0,Есперанто,1,Language
55,ua_19_55,1.0,Естонська,1,Language
56,ua_19_56,1.0,Фарерська,1,Language
57,ua_19_57,1.0,Фіджійська,1,Language
58,ua_19_58,1.0,Французька,1,Language
59,ua_19_59,1.0,Західнофризька,1,Language
60,ua_19_60,1.0,Грузинська,1,Language
61,ua_19_61,1.0,Німецька,1,Language
62,ua_19_62,1.0,Ірландська,1,Language
63,ua_19_63,1.0,Галісійська,1,Language
64,ua_19_64,1.0,Грецька, сучасна (1453-),1,Language
65,ua_19_65,1.0,Гуарані,1,Language
66,ua_19_66,1.0,Гаїтянська,1,Language
67,ua_19_67,1.0,Хауса,1,Language
68,ua_19_68,1.0,Гереро,1,Language
69,ua_19_69,1.0,Гінді,1,Language
70,ua_19_70,1.0,Угорська,1,Language
71,ua_19_71,1.0,Ігбо,1,Language
72,ua_19_72,1.0,Ідо,1,Language
73,ua_19_73,1.0,Сичуанська,1,Language
74,ua_19_74,1.0,Інтерлінгва,1,Language
75,ua_19_75,1.0,Інтерлінгва (Міжнародна асоціація допоміжних мов),1,Language
76,ua_19_76,1.0,Інупіак,1,Language
77,ua_19_77,1.0,Італійська,1,Language
78,ua_19_78,1.0,Японська,1,Language
79,ua_19_79,1.0,Гренландська,1,Language
80,ua_19_80,1.0,Кашмірська,1,Language
81,ua_19_81,1.0,Канурі,1,Language
82,ua_19_82,1.0,Центральна кхмерська,1,Language
83,ua_19_83,1.0,Кікую,1,Language
84,ua_19_84,1.0,Казахська,1,Language
85,ua_19_85,1.0,Кіньяруанда,1,Language
86,ua_19_86,1.0,Конголезька,1,Language
87,ua_19_87,1.0,Курдська,1,Language
88,ua_19_88,1.0,Латвійська,1,Language
89,ua_19_89,1.0,Литовська,1,Language
90,ua_19_90,1.0,Ганда,1,Language
91,ua_19_91,1.0,Малаялам,1,Language
92,ua_19_92,1.0,Малайська,1,Language
93,ua_19_93,1.0,Молдавська,1,Language
94,ua_19_94,1.0,Навахо,1,Language
95,ua_19_95,1.0,Ндонга,1,Language
96,ua_19_96,1.0,Букмаль, норвезька,1,Language
97,ua_19_97,1.0,Чічева,1,Language
98,ua_19_98,1.0,Орія,1,Language
99,ua_19_99,1.0,Пенджабська,1,Language
100,ua_19_100,1.0,Польська,1,Language
101,ua_19_101,1.0,Кечуа,1,Language
102,ua_19_102,1.0,Рунді,1,Language
103,ua_19_103,1.0,Санскрит,1,Language
104,ua_19_104,1.0,Киргизська,1,Language
105,ua_19_105,1.0,Комі,1,Language
106,ua_19_106,1.0,Корейська,1,Language
