1,ua_51_1,1.0,Електричний струм,1,UnitsOfMeasurementDimension
2,ua_51_2,1.0,Концентрація на площі,1,UnitsOfMeasurementDimension
3,ua_51_3,1.0,Кількість,1,UnitsOfMeasurementDimension
4,ua_51_4,1.0,Маса,1,UnitsOfMeasurementDimension
5,ua_51_5,1.0,Електричний потенціал,1,UnitsOfMeasurementDimension
6,ua_51_6,1.0,Невизначено,1,UnitsOfMeasurementDimension
7,ua_51_7,1.0,Електропровідність,1,UnitsOfMeasurementDimension
8,ua_51_8,1.0,Яскравість,1,UnitsOfMeasurementDimension
9,ua_51_9,1.0,Енергетична доза,1,UnitsOfMeasurementDimension
10,ua_51_10,1.0,Радіоактивність,1,UnitsOfMeasurementDimension
11,ua_51_11,1.0,Освітленість,1,UnitsOfMeasurementDimension
12,ua_51_12,1.0,Потужність,1,UnitsOfMeasurementDimension
13,ua_51_13,1.0,Немає одиниці,1,UnitsOfMeasurementDimension
14,ua_51_14,1.0,Обсяг,1,UnitsOfMeasurementDimension
15,ua_51_15,1.0,Оцінка,1,UnitsOfMeasurementDimension
16,ua_51_16,1.0,Масова концентрація,1,UnitsOfMeasurementDimension
17,ua_51_17,1.0,Об’ємна концентрація,1,UnitsOfMeasurementDimension
18,ua_51_18,1.0,В'язкість,1,UnitsOfMeasurementDimension
19,ua_51_19,1.0,Електрична ємність,1,UnitsOfMeasurementDimension
20,ua_51_20,1.0,Сила,1,UnitsOfMeasurementDimension
21,ua_51_21,1.0,Індуктивність,1,UnitsOfMeasurementDimension
22,ua_51_22,1.0,Щільність магнітного потоку,1,UnitsOfMeasurementDimension
23,ua_51_23,1.0,Світловий потік,1,UnitsOfMeasurementDimension
24,ua_51_24,1.0,Площа,1,UnitsOfMeasurementDimension
25,ua_51_25,1.0,Енергія,1,UnitsOfMeasurementDimension
26,ua_51_26,1.0,Сума,1,UnitsOfMeasurementDimension
27,ua_51_27,1.0,Довжина,1,UnitsOfMeasurementDimension
28,ua_51_28,1.0,Температура,1,UnitsOfMeasurementDimension
29,ua_51_29,1.0,Електричний заряд,1,UnitsOfMeasurementDimension
30,ua_51_30,1.0,Довільна одиниця,1,UnitsOfMeasurementDimension
31,ua_51_31,1.0,Електричний опір,1,UnitsOfMeasurementDimension
32,ua_51_32,1.0,Частота,1,UnitsOfMeasurementDimension
33,ua_51_33,1.0,Магнітний потік,1,UnitsOfMeasurementDimension
34,ua_51_34,1.0,Час,1,UnitsOfMeasurementDimension
35,ua_51_35,1.0,Концентрація,1,UnitsOfMeasurementDimension
36,ua_51_36,1.0,Кут,1,UnitsOfMeasurementDimension
