1,ua_34_1,1.0,Лікарський засіб хімічного походження,1,ProductCategory
2,ua_34_2,1.0,Імунологічний лікарський засіб,1,ProductCategory
3,ua_34_3,1.0,Традиційний рослинний лікарський засіб,1,ProductCategory
4,ua_34_4,1.0,Біологічний лікарський засіб,1,ProductCategory
5,ua_34_5,1.0,Лікарський засіб рослинного походження,1,ProductCategory
6,ua_34_6,1.0,Лікарський засіб, отриманий з крові або плазми людини,1,ProductCategory
7,ua_34_7,1.0,Високотехнологічний лікарський засіб або Лікарський засіб передової терапії,1,ProductCategory
8,ua_34_8,1.0,Гомеопатичний лікарський засіб,1,ProductCategory
9,ua_34_9,1.0,Радіофармацевтичний лікарський засіб,1,ProductCategory
10,ua_34_10,1.0,Перелік А біологічних лікарських засобів,1,ProductCategory
11,ua_34_11,1.0,Хімічний генеричний лікарський засіб,1,ProductCategory
12,ua_34_12,1.0,Подібний біологічний лікарський засіб,1,ProductCategory
