1,ua_15_1,1.0,оральні препарати - рідкі та напівтверді форми,1,DosageFormCategory
2,ua_15_2,1.0,оральні препарати - тверді форми,1,DosageFormCategory
3,ua_15_3,1.0,оромукозальні препарати,1,DosageFormCategory
4,ua_15_4,1.0,препарати для стоматологічного застосування,1,DosageFormCategory
5,ua_15_5,1.0,препарати для нашкірного та трансдермального застосування,1,DosageFormCategory
6,ua_15_6,1.0,препарати для очей,1,DosageFormCategory
7,ua_15_7,1.0,препарати для вух,1,DosageFormCategory
8,ua_15_8,1.0,назальні препарати,1,DosageFormCategory
9,ua_15_9,1.0,вагінальні препарати (препарати для вагільного застосування),1,DosageFormCategory
10,ua_15_10,1.0,ректальні препарати (препарати для ректального застосування),1,DosageFormCategory
11,ua_15_11,1.0,препарати для інгаляцій,1,DosageFormCategory
12,ua_15_12,1.0,препарати для парентерального застосування,1,DosageFormCategory
13,ua_15_13,1.0,імпланти (iмплантати),1,DosageFormCategory
14,ua_15_14,1.0,препарати для діалізу,1,DosageFormCategory
15,ua_15_15,1.0,препарати для внутрішньоміхурового та уретрального застосування,1,DosageFormCategory
16,ua_15_16,1.0,трахеопульмональні препарати,1,DosageFormCategory
17,ua_15_17,1.0,ендоцервікальні препарати,1,DosageFormCategory
18,ua_15_18,1.0,інтрамамарні препарати (препарати для внутрішньовим'яного застосування),1,DosageFormCategory
19,ua_15_19,1.0,внутрішньоматкові препарати,1,DosageFormCategory
20,ua_15_20,1.0,препарати для середовища,1,DosageFormCategory
21,ua_15_21,1.0,медичні гази,1,DosageFormCategory
22,ua_15_22,1.0,різне,1,DosageFormCategory
