1,ua_1_1,9.0,Міністерство охорони здоров'я України,1,UsersOrganization
2,ua_1_2,9.0,Державне підприємство Державний експертний центр Міністерства охорони здоров'я України,1,UsersOrganization
3,ua_1_3,9.0,Тестове підприємство "TEST",1,UsersOrganization
4,ua_1_4,9.0,Тестове підприємство "TESTOVIK",1,UsersOrganization
5,ua_1_5,9.0,Державне підприємство "ПРОЗОРРО" (ДП "ПРОЗОРРО"),1,UsersOrganization
6,ua_1_6,9.0,Державне підприємство «Електронне здоров'я»,1,UsersOrganization
7,ua_1_7,9.0,Державне підприємство «Медичні закупівлі України»,1,UsersOrganization
8,ua_1_8,9.0,ТОВАРИСТВO З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «БаДМ»,1,UsersOrganization
9,ua_1_9,9.0,Товариство з обмеженою відповідальністю «СКАРБ-СОФТ»,1,UsersOrganization
10,ua_1_10,9.0,Товариство з обмеженою відповідальністю "Ілайф",1,UsersOrganization
11,ua_1_11,9.0,Міністерство оборони Уркаїни,1,UsersOrganization
12,ua_1_12,9.0,НАЦІОНАЛЬНА СЛУЖБА ЗДОРОВ'Я УКРАЇНИ (НСЗУ),1,UsersOrganization
