1,ua_4_1,1.0,ЗАСОБИ, ЩО ВПЛИВАЮТЬ НА ТРАВНУ СИСТЕМУ І МЕТАБОЛІЗМ,1,Atc
2,ua_4_2,1.0,ЗАСОБИ ДЛЯ ЗАСТОСУВАННЯ В СТОМАТОЛОГІЇ,1,Atc
3,ua_4_3,1.0,Засоби для профілактики карієсу,1,Atc
4,ua_4_4,1.0,натрію фторид,1,Atc
5,ua_4_5,1.0,натрій монофторфосфат,1,Atc
6,ua_4_6,1.0,олафлур,1,Atc
7,ua_4_7,1.0,олова фторид,1,Atc
8,ua_4_8,1.0,комбінації,1,Atc
9,ua_4_9,1.0,натрій фторид, комбінації,1,Atc
10,ua_4_10,1.0,ЗАСОБИ ДЛЯ ЗАСТОСУВАННЯ В СТОМАТОЛОГІЇ,1,Atc
11,ua_4_11,1.0,Протимікробні та антисептичні препарати для місцевого застосування в стоматології,1,Atc
12,ua_4_12,1.0,перекис водню,1,Atc
13,ua_4_13,1.0,хлоргексидин,1,Atc
14,ua_4_14,1.0,амфотерицин В,1,Atc
15,ua_4_15,1.0,поліноксилін,1,Atc
16,ua_4_16,1.0,доміфен,1,Atc
17,ua_4_17,1.0,оксихінолін,1,Atc
18,ua_4_18,1.0,неоміцин,1,Atc
19,ua_4_19,1.0,міконазол,1,Atc
20,ua_4_20,1.0,натаміцин,1,Atc
21,ua_4_21,1.0,різні препарати,1,Atc
22,ua_4_22,1.0,гексетидин,1,Atc
23,ua_4_23,1.0,тетрациклін,1,Atc
24,ua_4_24,1.0,бензоксоній хлорид,1,Atc
25,ua_4_25,1.0,тибезоній йодид,1,Atc
26,ua_4_26,1.0,мепартрицин,1,Atc
27,ua_4_27,1.0,метронідазол,1,Atc
28,ua_4_28,1.0,клотримазол,1,Atc
29,ua_4_29,1.0,натрій перборат,1,Atc
30,ua_4_30,1.0,хлортетрациклін,1,Atc
31,ua_4_31,1.0,доксициклін,1,Atc
32,ua_4_32,1.0,міноциклін,1,Atc
33,ua_4_33,1.0,октенідин,1,Atc
34,ua_4_34,1.0,окситетрациклін,1,Atc
35,ua_4_35,1.0,хлоргексидин та цетилпіридиній,1,Atc
36,ua_4_36,1.0,Кортикостероїди для місцевого застосування в стоматології,1,Atc
37,ua_4_37,1.0,тріамцинолон,1,Atc
38,ua_4_38,1.0,дексаметазон,1,Atc
39,ua_4_39,1.0,гидрокортизон,1,Atc
40,ua_4_40,1.0,преднізолон,1,Atc
41,ua_4_41,1.0,преднізолон, комбінації,1,Atc
42,ua_4_42,1.0,Інші засоби для місцевого застосування в стоматології,1,Atc
43,ua_4_43,1.0,епінефрин,1,Atc
44,ua_4_44,1.0,бензидамін,1,Atc
45,ua_4_45,1.0,кислота ацетилсаліцилова,1,Atc
46,ua_4_46,1.0,адреналон,1,Atc
47,ua_4_47,1.0,амлексанокс,1,Atc
48,ua_4_48,1.0,бекаплермін,1,Atc
49,ua_4_49,1.0,інші,1,Atc
50,ua_4_50,1.0,ЗАСОБИ ДЛЯ ЛІКУВАННЯ КИСЛОТОЗАЛЕЖНИХ ЗАХВОРЮВАНЬ,1,Atc
51,ua_4_51,1.0,Сполуки магнію,1,Atc
52,ua_4_52,1.0,магнію карбонат,1,Atc
53,ua_4_53,1.0,магнію оксид,1,Atc
54,ua_4_54,1.0,магнію пероксид,1,Atc
55,ua_4_55,1.0,магнію гідроксид,1,Atc
56,ua_4_56,1.0,магнію силікат,1,Atc
57,ua_4_57,1.0,комбінації,1,Atc
58,ua_4_58,1.0,АНТАЦИДИ,1,Atc
59,ua_4_59,1.0,Сполуки алюмінію,1,Atc
60,ua_4_60,1.0,алюмінію гідроксид,1,Atc
61,ua_4_61,1.0,альгельдрат,1,Atc
62,ua_4_62,1.0,алюмінію фосфат,1,Atc
63,ua_4_63,1.0,дигідроксиалюмінію натрію карбонат (карбальдрат),1,Atc
64,ua_4_64,1.0,алюмінію ацетоацетат,1,Atc
65,ua_4_65,1.0,алоглутамол,1,Atc
66,ua_4_66,1.0,алюмінію гліцинат,1,Atc
67,ua_4_67,1.0,комбінації,1,Atc
68,ua_4_68,1.0,Сполуки кальцію,1,Atc
69,ua_4_69,1.0,кальцію карбонат,1,Atc
70,ua_4_70,1.0,кальцію силікат,1,Atc
71,ua_4_71,1.0,комбінації,1,Atc
72,ua_4_72,1.0,Комбіновані препарати та комплексні сполуки алюмінію, кальцію і магнію,1,Atc
73,ua_4_73,1.0,комбінації простих солей,1,Atc
74,ua_4_74,1.0,магальдрат,1,Atc
75,ua_4_75,1.0,алмагат,1,Atc
76,ua_4_76,1.0,гідроталцит,1,Atc
77,ua_4_77,1.0,алмазилат,1,Atc
78,ua_4_78,1.0,Антациди з вітрогінними (антифлатулентами),1,Atc
79,ua_4_79,1.0,магальдрат та вітрогонні (антифлатуленти),1,Atc
80,ua_4_80,1.0,комбінації простих солей та вітрогінні (антифлатуленти),1,Atc
81,ua_4_81,1.0,Антациди із спазмолітиками,1,Atc
82,ua_4_82,1.0,Антациди із гідрокарбонатом натрію,1,Atc
