1,ua_46_1,1.0,Зберігати при температурі нижче  -140°C у паровій фазі рідкого азоту,1,SpecialPrecautionsForStorage
2,ua_46_2,1.0,Не піддавати сильному нагріванню,1,SpecialPrecautionsForStorage
3,ua_46_3,1.0,Докладна інформація про особливі запобіжні заходи щодо зберігання наведена в затвердженій короткій характеристиці  лікарського засобу,1,SpecialPrecautionsForStorage
4,ua_46_4,1.0,Берегти від тепла,1,SpecialPrecautionsForStorage
5,ua_46_5,1.0,Зберігати у вертикальному положенні,1,SpecialPrecautionsForStorage
6,ua_46_6,1.0,Зберігати при температурі не вище 25°C,1,SpecialPrecautionsForStorage
7,ua_46_7,1.0,Зберігати при температурі не вище 30°C,1,SpecialPrecautionsForStorage
8,ua_46_8,1.0,Зберігати при температурі нижче 25°C,1,SpecialPrecautionsForStorage
9,ua_46_9,1.0,Зберігати при температурі нижче 30°C,1,SpecialPrecautionsForStorage
10,ua_46_10,1.0,Зберігати в холодильнику (2°C – 8°C),1,SpecialPrecautionsForStorage
11,ua_46_11,1.0,Зберігати та транспортувати в холодильнику (2°C – 8°C),1,SpecialPrecautionsForStorage
12,ua_46_12,1.0,Зберігати в морозильній камері,1,SpecialPrecautionsForStorage
13,ua_46_13,1.0,Зберігати та транспортувати в замороженому вигляді,1,SpecialPrecautionsForStorage
14,ua_46_14,1.0,Не охолоджувати та не заморожувати,1,SpecialPrecautionsForStorage
15,ua_46_15,1.0,Не охолоджувати,1,SpecialPrecautionsForStorage
16,ua_46_16,1.0,Не заморожувати,1,SpecialPrecautionsForStorage
17,ua_46_17,1.0,Зберігати в оригінальній упаковці,1,SpecialPrecautionsForStorage
18,ua_46_18,1.0,Тримати контейнер щільно закритим,1,SpecialPrecautionsForStorage
19,ua_46_19,1.0,Зберігати контейнер у зовнішній картонній упаковці,1,SpecialPrecautionsForStorage
20,ua_46_20,1.0,Цей лікарський засіб не потребує особливих умов зберігання,1,SpecialPrecautionsForStorage
21,ua_46_21,1.0,Цей лікарський засіб не вимагає особливих температурних умов зберігання,1,SpecialPrecautionsForStorage
22,ua_46_22,1.0,для захисту від світла,1,SpecialPrecautionsForStorage
23,ua_46_23,1.0,для захисту від вологи,1,SpecialPrecautionsForStorage
24,ua_46_24,1.0,Берегти від морозу,1,SpecialPrecautionsForStorage
25,ua_46_25,1.0,Зберігати в оригінальній упаковці,1,SpecialPrecautionsForStorage
26,ua_46_26,1.0,Берегти від світла,1,SpecialPrecautionsForStorage
27,ua_46_27,1.0,Зберігати в сухому місці,1,SpecialPrecautionsForStorage
28,ua_46_28,1.0,Берегти від прямих сонячних променів,1,SpecialPrecautionsForStorage
29,ua_46_29,1.0,Цей ветеринарний лікарський засіб не потребує особливих умов зберігання,1,SpecialPrecautionsForStorage
30,ua_46_30,1.0,Цей ветеринарний лікарський засіб не потребує особливих температурних умов зберігання,1,SpecialPrecautionsForStorage
31,ua_46_31,1.0,Зберігати трансдермальний пластир у саше до застосування,1,SpecialPrecautionsForStorage
32,ua_46_32,1.0,*Не можна повертати у холодильник для подальшого зберігання,1,SpecialPrecautionsForStorage
33,ua_46_33,1.0,*Не використовувати після заморожування,1,SpecialPrecautionsForStorage
34,ua_46_34,1.0,*Зберігати при температурі від -15 °c до -5 °c,1,SpecialPrecautionsForStorage
35,ua_46_35,1.0,*Слід зберігати у складських приміщеннях або під навісами,1,SpecialPrecautionsForStorage
36,ua_46_36,1.0,*Не допускати контакту з маслами,1,SpecialPrecautionsForStorage
37,ua_46_37,1.0,*Захищати від вторинного рентгенівського випромінювання,1,SpecialPrecautionsForStorage
38,ua_46_38,1.0,*Не зберігати у відкритому стані,1,SpecialPrecautionsForStorage
39,ua_46_39,1.0,*Зберігати при температурі від 30 °c до 40 °c,1,SpecialPrecautionsForStorage
40,ua_46_40,1.0,*Зберігати при температурі до 40 °c,1,SpecialPrecautionsForStorage
41,ua_46_41,1.0,*Не допускати контакту зі стінками холодильника,1,SpecialPrecautionsForStorage
42,ua_46_42,1.0,*Зберігати при температурі до 32 °c,1,SpecialPrecautionsForStorage
43,ua_46_43,1.0,*Зберігати при температурі від 0 °c до 5 °c,1,SpecialPrecautionsForStorage
44,ua_46_44,1.0,*Не спалювати,1,SpecialPrecautionsForStorage
45,ua_46_45,1.0,*Не проколювати,1,SpecialPrecautionsForStorage
46,ua_46_46,1.0,*Не розбирати,1,SpecialPrecautionsForStorage
47,ua_46_47,1.0,*Зберігати при температурі 21 °c,1,SpecialPrecautionsForStorage
48,ua_46_48,1.0,*Зберігати при температурі від 5 °c до 30 °c,1,SpecialPrecautionsForStorage
49,ua_46_49,1.0,*У разі випадання кристалів флакон нагрівати на водяній бані при температурі від 30 °c до 40 °c,1,SpecialPrecautionsForStorage
50,ua_46_50,1.0,*У разі випадання кристалів препарат нагрівати на водяній бані при температурі від 50 °c до 70 °c,1,SpecialPrecautionsForStorage
51,ua_46_51,1.0,*Зберігати при температурі від -20 °c до -10 °c,1,SpecialPrecautionsForStorage
52,ua_46_52,1.0,*Зберігати при температурі від 4 °c до 6 °c,1,SpecialPrecautionsForStorage
53,ua_46_53,1.0,*Захищати від перегрівання,1,SpecialPrecautionsForStorage
54,ua_46_54,1.0,*Зберігати при температурі до 35 °c,1,SpecialPrecautionsForStorage
55,ua_46_55,1.0,*Якщо препарат/розчин не застосовується негайно, за тривалість та умови його зберігання відповідає користувач,1,SpecialPrecautionsForStorage
56,ua_46_56,1.0,*Подалі від морозильної камери,1,SpecialPrecautionsForStorage
57,ua_46_57,1.0,*Зберігати при температурі навколишнього середовища,1,SpecialPrecautionsForStorage
58,ua_46_58,1.0,*Зберігати при температурі до 37 °c,1,SpecialPrecautionsForStorage
59,ua_46_59,1.0,*Зберігати при температурі від -85 °c до -15 °c,1,SpecialPrecautionsForStorage
60,ua_46_60,1.0,*Зберігати при температурі від -25 °c до -15 °c,1,SpecialPrecautionsForStorage
61,ua_46_61,1.0,*Призначений для одноразового використання,1,SpecialPrecautionsForStorage
62,ua_46_62,1.0,*Зберігати при температурі не вище 18 °c,1,SpecialPrecautionsForStorage
63,ua_46_63,1.0,*Не використовувати, якщо у розчині наявний осад,1,SpecialPrecautionsForStorage
64,ua_46_64,1.0,*Зберігати при температурі від 8 °c до 30 °c,1,SpecialPrecautionsForStorage
65,ua_46_65,1.0,*Зберігати при температурі 5 °c,1,SpecialPrecautionsForStorage
66,ua_46_66,1.0,*Зберігати при температурі не вище 37 °c,1,SpecialPrecautionsForStorage
67,ua_46_67,1.0,*Зберігати при температурі 20 °c,1,SpecialPrecautionsForStorage
68,ua_46_68,1.0,*Захищати від дії високих температур,1,SpecialPrecautionsForStorage
69,ua_46_69,1.0,*Зберігати при температурі від 4 °c до 8 °c,1,SpecialPrecautionsForStorage
70,ua_46_70,1.0,*Зберігати у темному місці,1,SpecialPrecautionsForStorage
71,ua_46_71,1.0,*Не допускається повторне використання,1,SpecialPrecautionsForStorage
72,ua_46_72,1.0,*Необхідно дотримуватися асептичних умов,1,SpecialPrecautionsForStorage
73,ua_46_73,1.0,*Необхідно збовтувати,1,SpecialPrecautionsForStorage
74,ua_46_74,1.0,*Невикористаний препарат/розчин необхідно знищити,1,SpecialPrecautionsForStorage
75,ua_46_75,1.0,*Не допускати контакту з морозильним відділенням або накопичувачами холоду,1,SpecialPrecautionsForStorage
76,ua_46_76,1.0,*Слід вжити заходів обережності для запобігання ударам та падінням,1,SpecialPrecautionsForStorage
77,ua_46_77,1.0,*Зберігати при температурі від –20 °c до +40 °c,1,SpecialPrecautionsForStorage
78,ua_46_78,1.0,*Зберігати в добре провітрюваному приміщенні,1,SpecialPrecautionsForStorage
79,ua_46_79,1.0,*Не палити,1,SpecialPrecautionsForStorage
80,ua_46_80,1.0,*Зберігати однодозові контейнери у саше,1,SpecialPrecautionsForStorage
81,ua_46_81,1.0,*Необхідно використати негайно,1,SpecialPrecautionsForStorage
82,ua_46_82,1.0,*Зберігати при температурі 4 °c,1,SpecialPrecautionsForStorage
83,ua_46_83,1.0,*Під час зберігання можливе випадання осаду,1,SpecialPrecautionsForStorage
84,ua_46_84,1.0,*Не слід застосовувати після закінчення терміну придатності, вказаного на упаковці,1,SpecialPrecautionsForStorage
85,ua_46_85,1.0,*Якщо розчин залишається каламутним або якщо містить нерозчинний осад, його слід викинути,1,SpecialPrecautionsForStorage
86,ua_46_86,1.0,*Його не слід охолоджувати, оскільки при цьому може утворюватись осад,1,SpecialPrecautionsForStorage
87,ua_46_87,1.0,*При зберіганні закритих флаконів у холодильнику препарат може випасти в осад,1,SpecialPrecautionsForStorage
88,ua_46_88,1.0,*Зберігати при температурі не вище 8 °c,1,SpecialPrecautionsForStorage
89,ua_46_89,1.0,*Зберігати при температурі не вище 10 °c,1,SpecialPrecautionsForStorage
90,ua_46_90,1.0,*Зберігати при температурі не вище 15 °c,1,SpecialPrecautionsForStorage
91,ua_46_91,1.0,*Зберігати при температурі не нижче 15 °c,1,SpecialPrecautionsForStorage
92,ua_46_92,1.0,*Зберігати при температурі не вище 20 °c,1,SpecialPrecautionsForStorage
93,ua_46_93,1.0,*Зберігати при температурі не вище 21 °c,1,SpecialPrecautionsForStorage
94,ua_46_94,1.0,*Зберігати при температурі не вище 50 °c,1,SpecialPrecautionsForStorage
95,ua_46_95,1.0,*Зберігати при температурі не нижче 4 °c,1,SpecialPrecautionsForStorage
96,ua_46_96,1.0,*Зберігати при температурі від 15 °c до 25 °c,1,SpecialPrecautionsForStorage
97,ua_46_97,1.0,*Зберігати при температурі від 20 °c до 25 °c,1,SpecialPrecautionsForStorage
98,ua_46_98,1.0,*Зберігати при температурі від 15 °c до 30 °c,1,SpecialPrecautionsForStorage
99,ua_46_99,1.0,*Зберігати при температурі від 4 °c до 30 °c,1,SpecialPrecautionsForStorage
100,ua_46_100,1.0,*Зберігати при температурі від –50 °c до +50 °c,1,SpecialPrecautionsForStorage
101,ua_46_101,1.0,*Зберігати при температурі від 2 °c до 30 °c,1,SpecialPrecautionsForStorage
102,ua_46_102,1.0,*Зберігати при температурі від 2 °c до 15 °c,1,SpecialPrecautionsForStorage
103,ua_46_103,1.0,*Зберігати при температурі від 2 °c до 25 °c,1,SpecialPrecautionsForStorage
104,ua_46_104,1.0,*Зберігати при температурі від 18 °c до 25 °c,1,SpecialPrecautionsForStorage
105,ua_46_105,1.0,*Зберігати при температурі від 10 °c до 25 °c,1,SpecialPrecautionsForStorage
106,ua_46_106,1.0,*Зберігати при температурі від 8 °c до 25 °c,1,SpecialPrecautionsForStorage
107,ua_46_107,1.0,*Зберігати при температурі від 8 °c до 15 °c,1,SpecialPrecautionsForStorage
108,ua_46_108,1.0,*Зберігати при температурі -18 °c,1,SpecialPrecautionsForStorage
109,ua_46_109,1.0,*Зберігати при температурі від 4 °c до 12 °c,1,SpecialPrecautionsForStorage
110,ua_46_110,1.0,*Зберігати у недоступному для дітей місці,1,SpecialPrecautionsForStorage
111,ua_46_111,1.0,*Захищати від вогню,1,SpecialPrecautionsForStorage
112,ua_46_112,1.0,*Зберігати при температурі навколишнього середовища, але не вище 45 °c,1,SpecialPrecautionsForStorage
113,ua_46_113,1.0,*Не струшувати,1,SpecialPrecautionsForStorage
114,ua_46_114,1.0,*Зберігати окремо від речовин і матеріалів, які виділяють пари і гази,1,SpecialPrecautionsForStorage
115,ua_46_115,1.0,*При транспортуванні допускається заморожування лікарського засобу,1,SpecialPrecautionsForStorage
116,ua_46_116,1.0,*Зберігати у прохолодному місці,1,SpecialPrecautionsForStorage
117,ua_46_117,1.0,*Зберігати при температурі не вище 35 °c,1,SpecialPrecautionsForStorage
118,ua_46_118,1.0,*Зберігати у морозильній камері (при температурі від -5 °c до -20 °c),1,SpecialPrecautionsForStorage
119,ua_46_119,1.0,*Транспортувати та видавати в замороженому стані (від -85 °c до -15 °c),1,SpecialPrecautionsForStorage
120,ua_46_120,1.0,*Зберігати у морозильній камері (при температурі від -25 °c до -15 °c),1,SpecialPrecautionsForStorage
121,ua_46_121,1.0,*Зберігати при температурі не вище 40 °c,1,SpecialPrecautionsForStorage
122,ua_46_122,1.0,*Зберігати при температурі до 4 °c,1,SpecialPrecautionsForStorage
123,ua_46_123,1.0,*Зберігати при температурі -20 °c,1,SpecialPrecautionsForStorage
