1,ua_44_1,1.0,Термін придатності лікарського засобу в упаковці для продажу,1,ShelfLifeType
2,ua_44_2,1.0,Термін придатності після першого відкриття первинної упаковки,1,ShelfLifeType
3,ua_44_3,1.0,Термін придатності  після розчинення або розведення відповідно до інструкцій,1,ShelfLifeType
4,ua_44_4,1.0,Термін придатності від часу виготовлення,1,ShelfLifeType
5,ua_44_5,1.0,Термін придатності від референтного часу активності, зазначеного на маркуванні,1,ShelfLifeType
6,ua_44_6,1.0,Термін придатності у разі відпуску одиничних доз,1,ShelfLifeType
7,ua_44_7,1.0,Термін придатності після включення в шрот або гранульований корм,1,ShelfLifeType
8,ua_44_8,1.0,Термін придатності до відкриття за альтернативних умов,4,ShelfLifeType
9,ua_44_9,1.0,Термін придатності після першого відкриття захисної упаковки,4,ShelfLifeType
10,ua_44_10,1.0,*Термін придатності після відновлення,1,ShelfLifeType
11,ua_44_11,1.0,*Термін придатності готової суспензії,1,ShelfLifeType
12,ua_44_12,1.0,*Термін придатності перед застосуванням,1,ShelfLifeType
13,ua_44_13,1.0,*Термін придатності після розморожування,1,ShelfLifeType
14,ua_44_14,1.0,*Термін придатності після змішування вмісту,1,ShelfLifeType
15,ua_44_15,1.0,*Термін придатності якщо препарат не був застосований одразу,1,ShelfLifeType
16,ua_44_16,1.0,*Термін придатності після першого використання,1,ShelfLifeType
17,ua_44_17,1.0,*Термін придатності під час застосування,1,ShelfLifeType
