1,ua_39_1,1.0,Процедури реєстрації в ЄС - реєстрація традиційного застосування рослинних лікарських засобів,1,RegulatoryAuthorisationProcedureEU
2,ua_39_2,1.0,Процедури реєстрації в ЄС - спрощена процедура реєстрації гомеопатичних лікарських засобів,1,RegulatoryAuthorisationProcedureEU
3,ua_39_3,1.0,Централізована процедура,1,RegulatoryAuthorisationProcedureEU
4,ua_39_4,1.0,Децентралізована процедура,1,RegulatoryAuthorisationProcedureEU
5,ua_39_5,1.0,Процедура взаємного визнання,1,RegulatoryAuthorisationProcedureEU
6,ua_39_6,1.0,Національна процедура,1,RegulatoryAuthorisationProcedureEU
7,ua_39_7,1.0,Інша процедура схвалення/ліцензування в ЄС,1,RegulatoryAuthorisationProcedureEU
8,ua_39_8,1.0,Процедура ліцензування за межами ЄС,1,RegulatoryAuthorisationProcedureEU
9,ua_39_9,1.0,Процедура подальшого визнання,1,RegulatoryAuthorisationProcedureEU
10,ua_39_10,1.0,Процедура паралельної торгівлі,1,RegulatoryAuthorisationProcedureEU
11,ua_39_11,1.0,Процедура реєстрації ветеринарних гомеопатичних лікарських засобів,1,RegulatoryAuthorisationProcedureEU
12,ua_39_12,1.0,Звільнення від торгової ліцензії на ветеринарні лікарські засоби, призначені для тварин, які утримуються виключно як домашні тварини,1,RegulatoryAuthorisationProcedureEU
