1,ua_8_1,1.0,Концентрат і розчинник для розчину для ін’єкцій/інфузій,1,CombinedPharmaceuticalDoseForm
2,ua_8_2,1.0,Порошок і розчинник для розчину для ін'єкцій/шкірного прик-тесту,1,CombinedPharmaceuticalDoseForm
3,ua_8_3,1.0,Ліофілізат і розчинник для назальної суспензії,3,CombinedPharmaceuticalDoseForm
4,ua_8_4,1.0,Порошок і розчинник для розчину для герметика,3,CombinedPharmaceuticalDoseForm
5,ua_8_5,1.0,Ліофілізат і суспензія для суспензії для ін'єкцій,1,CombinedPharmaceuticalDoseForm
6,ua_8_6,1.0,Порошок для концентрату та розчин для розчину для інфузій,1,CombinedPharmaceuticalDoseForm
7,ua_8_7,1.0,Порошок і розчин для розчину для бджолиних вуликів,1,CombinedPharmaceuticalDoseForm
8,ua_8_8,1.0,Суспензія та розчинник для перорального спрею,4,CombinedPharmaceuticalDoseForm
9,ua_8_9,1.0,Ліофілізат і розчинник для пероральної суспензії,1,CombinedPharmaceuticalDoseForm
10,ua_8_10,1.0,Концентрат і розчинник для концентрату для перорального спрею, суспензія,1,CombinedPharmaceuticalDoseForm
11,ua_8_11,1.0,Порошок і розчинник для сиропу,1,CombinedPharmaceuticalDoseForm
12,ua_8_12,1.0,Назальні краплі, ліофілізат і розчинник для суспензії,1,CombinedPharmaceuticalDoseForm
13,ua_8_13,1.0,Ліофілізат і розчинник для окулоназальної суспензії,1,CombinedPharmaceuticalDoseForm
14,ua_8_14,1.0,Емульсія та ліофілізат для суспензії для ін’єкцій,1,CombinedPharmaceuticalDoseForm
15,ua_8_15,1.0,Назальний спрей, ліофілізат і розчинник для суспензії,1,CombinedPharmaceuticalDoseForm
16,ua_8_16,1.0,Розчин і дисперсія для дисперсії для небулайзера,1,CombinedPharmaceuticalDoseForm
17,ua_8_17,1.0,Ліофілізат і розчинник для емульсії для ін'єкцій,1,CombinedPharmaceuticalDoseForm
18,ua_8_18,1.0,Шипучий порошок і порошок для для пероральної суспензії,1,CombinedPharmaceuticalDoseForm
19,ua_8_19,1.0,Порошок і розчин для суспензії для ін'єкцій,1,CombinedPharmaceuticalDoseForm
20,ua_8_20,1.0,Ліофілізат і розчинник для суспензії для назального спрею або ін’єкції,4,CombinedPharmaceuticalDoseForm
21,ua_8_21,1.0,Суспензія та розчин для суспензії для ін'єкцій,4,CombinedPharmaceuticalDoseForm
22,ua_8_22,1.0,Порошок і розчин для дисперсії для бджолиних вуликів,1,CombinedPharmaceuticalDoseForm
23,ua_8_23,1.0,Порошок і розчинник для перорального розчину,1,CombinedPharmaceuticalDoseForm
24,ua_8_24,1.0,Порошок і розчинник для пероральної суспензії,1,CombinedPharmaceuticalDoseForm
25,ua_8_25,1.0,Очні краплі, порошок і розчинник для розчину,1,CombinedPharmaceuticalDoseForm
26,ua_8_26,1.0,Очні краплі, порошок і розчинник для суспензії,1,CombinedPharmaceuticalDoseForm
27,ua_8_27,1.0,Вушні краплі, порошок і розчинник для суспензії,1,CombinedPharmaceuticalDoseForm
28,ua_8_28,1.0,Порошок і розчинник для розчину для інфузій,1,CombinedPharmaceuticalDoseForm
