6467,"100000167446","12345679","pharmaceuticalCompany","Лабор ЛС СЕ та Ко. КГ (контроль якості мікробіологічний)"
6466,"100000167446","12345679","pharmaceuticalCompany","Квінта-Аналітика с.р.о. (контроль якості фізико-хімічний)"
6465,"100000167446","12345679","pharmaceuticalCompany","Саурав Кемікалз Лімітед"
6464,"100000167446","12345679","pharmaceuticalCompany","Новартіс Фармасьютікал Мануфактуринг ЛЛС (виробництво «in bulk», контроль серій (крім мікробіологічного);контроль серій (альтернативна ділянка для проведення ГХ аналізу))"
6463,"100000167446","12345679","pharmaceuticalCompany","Лек Фармацевтична компанія д.д. (первинне та вторинне пакування, випуск серій; контроль серій (тільки мікробіологічний))"
6462,"100000167446","12345679","pharmaceuticalCompany","АТ `Олфа`"
6461,"100000167446","12345679","pharmaceuticalCompany","ВАСУДХА ФАРМА КЕМ ЛІМІТЕД"
6460,"100000167446","12345679","pharmaceuticalCompany","ГЛЕНМАРК ЛАЙФ САЙЕНСЕЗ ЛІМІТЕД"
6459,"100000167446","12345679","pharmaceuticalCompany","Фармахемі Б.В. (Виробництво, контроль якості, дослідження на стабільність, первинне та вторинне пакування, зберігання, випуск серії)"
6458,"100000167446","12345679","pharmaceuticalCompany","Пліва Хорватія Лімітед (Контроль якості (альтернативний виробник))"
6457,"100000167446","12345679","pharmaceuticalCompany","СНА ХЕЛСКЕР ПВТ. ЛТД."
6456,"100000167446","12345679","pharmaceuticalCompany","Тяньцзінь Тіаняо Фармасьютікалс Ко., Лтд."
6455,"100000167446","12345679","pharmaceuticalCompany","Приватне акціонерне товариство `Лекхім-Харків` (виробництво з продукції іn bulk фірми-виробника Шенджен Текдоу Фармасьютикал Ко., Лтд., Китай)"
6454,"100000167446","12345679","pharmaceuticalCompany","Єврофінс Аналітікал Сервісез Хангері Кфт. (контроль якості (хімічні/фізичні методи))"
6453,"100000167446","12345679","pharmaceuticalCompany","Бакстер С.А. (маркування, вторинне пакування, випуск серії та випробування контролю якості серії)"
6452,"100000167446","12345679","pharmaceuticalCompany","Бакстер Хелскеа Корпорейшн (виробник діючої речовини та проміжного/нерозфасованого продукту, виробництво, первинне пакування та випробування контролю якості готового лікарського засобу)"
6451,"100000167446","12345679","pharmaceuticalCompany","Алкем Інтернешенал Прайвет Лімітед"
6450,"100000167446","12345679","pharmaceuticalCompany","Фармігеа С.п.А."
6449,"100000167446","12345679","pharmaceuticalCompany","Хімічний завод Шарер та Шляпфер АГ"
6448,"100000167446","12345679","pharmaceuticalCompany","ЯНЧЖОУ АУРІСКО ФАРМАСЬЮТІКАЛ КО., ЛТД."
6447,"100000167446","12345679","pharmaceuticalCompany","Біоіндастріа Лабораторіо Італіано Медісіналі С.п.А."
6446,"100000167446","123","pharmaceuticalCompany","ЛІНЬЇ ДУНЧЕН ДУНЮАНЬ БІОЛОДЖИКАЛ ІНЖИНІРІНГ КО., ЛТД. (виробництво, контроль якості)"
6445,"100000167446","123","pharmaceuticalCompany","ЯНЬТАЙ ДУНЧЕН БІОКЕМІКАЛЗ КО., ЛТД. (випуск серії)"
6444,"100000167446","12345679","pharmaceuticalCompany","ТОВ Алвен Лабораторіз"
6443,"100000167446","1111","pharmaceuticalCompany","СмітКляйн Бічем Фарма ГмбХ унд Ко. КГ (формування вакцини, наповнення в шприці, проведення контролю якості)"
6442,"100000167446","1111","pharmaceuticalCompany","ГлаксоСмітКляйн Біолоджікалз (маркування та пакування готового продукту)"
6441,"100000167446","1111","pharmaceuticalCompany","ГлаксоСмітКляйн Біолоджікалз С.А."
6440,"100000167446","12345679","pharmaceuticalCompany","Чанчжоу Фармасьютікал Фекторі"
6439,"100000167446","12345679","pharmaceuticalCompany","Жеяінг Хуахаі Фармасьютікел Ко, ЛТД"
6438,"100000167446","12345679","pharmaceuticalCompany","Чжунфу Фармасьютікал Ко., Лтд."
6437,"100000167446","12345679","pharmaceuticalCompany","Норт Чайна Фармасьютікал Хуашенг Ко., Лтд"
6436,"100000167446","12345679","pharmaceuticalCompany","Сербіос-Фарма СА"
6435,"100000167446","12345679","pharmaceuticalCompany","ДжіЕмТі, Файн Чемікейл, СіЕй"
6434,"100000167446","12345679","pharmaceuticalCompany","К.Пател Фіто Екстракшинз ПВТ., ЛТД"
6433,"100000167446","12345679","pharmaceuticalCompany","К. Пател Фіто Екстракшинз Пріват Лімітед"
6432,"100000167446","12345679","pharmaceuticalCompany","Мехта Фармасьютікалз Пріват Лімітед"
6431,"100000167446","12345679","pharmaceuticalCompany","Макко Органікс, с.р.о."
6430,"100000167446","1111","pharmaceuticalCompany","Адамед Фарма С.А. (первинне і вторинне пакування)"
6429,"100000167446","12345679","pharmaceuticalCompany","ДСМ Нутрішенал Продактс (ЮК) Лтд"
6428,"100000167446","12345679","pharmaceuticalCompany","Глобал Кальціум Прівате Лімітед"
6427,"100000167446","12345679","pharmaceuticalCompany","Чжецзян Руйбанг Лабораторіз (виробнича дільниця)"
6426,"100000167446","12345679","pharmaceuticalCompany","ПУРАК БІОКЕМ БВ (власник)"
6425,"100000167446","12345679","pharmaceuticalCompany","Групстарс Кемікал (Юнан) Чайна Л.Л.С."
