16438,"UA-000000000-000000001","200000025916","Українська","3-ДІНІР"
16438,"UA-000000000-000000001","200000025916","Англійська","3-DINIR"
16439,"UA-000000000-000000002","200000025916","Українська","3-ДІНІР"
16439,"UA-000000000-000000002","200000025916","Англійська","3-DINIR"
16440,"UA-000000000-000000003","200000025916","Англійська","3-DINIR"
16440,"UA-000000000-000000003","200000025916","Українська","3-ДІНІР"
16441,"UA-000000000-000000004","200000025916","Українська","3-ДІНІР"
16441,"UA-000000000-000000004","200000025916","Англійська","3-DINIR"
16442,"UA-000000000-000000005","200000025916","Українська","АБИКЛАВ®"
16442,"UA-000000000-000000005","200000025916","Англійська","ABYCLAV®"
16443,"UA-000000000-000000006","200000025916","Українська","АБИКЛАВ®"
16443,"UA-000000000-000000006","200000025916","Англійська","ABYCLAV®"
16444,"UA-000000000-000000007","200000025916","Українська","АБИКЛАВ®"
16444,"UA-000000000-000000007","200000025916","Англійська","ABYCLAV®"
16445,"UA-000000000-000000008","200000025916","Українська","АБИКЛАВ®"
16445,"UA-000000000-000000008","200000025916","Англійська","ABYCLAV®"
16446,"UA-000000000-000000009","200000025916","Українська","АБИПИМ®"
16446,"UA-000000000-000000009","200000025916","Англійська","ABIPIM®"
16447,"UA-000000000-000000010","200000025916","Українська","АБИПИМ®"
16447,"UA-000000000-000000010","200000025916","Англійська","ABIPIM®"
16448,"UA-000000000-000000011","200000025916","Українська","АБИФЛОКС®"
16448,"UA-000000000-000000011","200000025916","Англійська","ABYFLOX®"
16449,"UA-000000000-000000012","200000025916","Українська","АБИФЛОКС®"
16449,"UA-000000000-000000012","200000025916","Англійська","ABYFLOX®"
16450,"UA-000000000-000000013","200000025916","Українська","АБИФЛОКС®"
16450,"UA-000000000-000000013","200000025916","Англійська","ABYFLOX®"
16451,"UA-000000000-000000014","200000025916","Українська","АБІТАЗИМ"
16451,"UA-000000000-000000014","200000025916","Англійська","ABITAZIM"
16452,"UA-000000000-000000015","200000025916","Українська","АБІТАЗИМ"
16452,"UA-000000000-000000015","200000025916","Англійська","ABITAZIM"
16453,"UA-000000000-000000016","200000025916","Українська","АБІТРАКС"
16453,"UA-000000000-000000016","200000025916","Англійська","ABITRAX"
16454,"UA-000000000-000000017","200000025916","Українська","АБІТРАКС"
16454,"UA-000000000-000000017","200000025916","Англійська","ABITRAX"
16455,"UA-000000000-000000018","200000025916","Українська","АВЕЛОКС®"
16455,"UA-000000000-000000018","200000025916","Англійська","AVELOX®"
16456,"UA-000000000-000000019","200000025916","Українська","АВЕЛОКС®"
16456,"UA-000000000-000000019","200000025916","Англійська","AVELOX®"
16457,"UA-000000000-000000020","200000025916","Українська","АВЕЛОКС®"
16457,"UA-000000000-000000020","200000025916","Англійська","AVELOX®"
16458,"UA-000000000-000000021","200000025916","Українська","АВЕЛОКС®"
16458,"UA-000000000-000000021","200000025916","Англійська","AVELOX®"
16459,"UA-000000000-000000022","200000025916","Українська","АВЕЦИН-Н"
16459,"UA-000000000-000000022","200000025916","Англійська","AVECIN-N"
16460,"UA-000000000-000000023","200000025916","Українська","АВЕЦИН-Н"
16460,"UA-000000000-000000023","200000025916","Англійська","AVECIN-N"
16461,"UA-000000000-000000024","200000025916","Українська","АЗАКС®"
16461,"UA-000000000-000000024","200000025916","Англійська","AZAX®"
16462,"UA-000000000-000000025","200000025916","Українська","АЗЕОНАМ"
16462,"UA-000000000-000000025","200000025916","Англійська","AZEONAM"
16463,"UA-000000000-000000026","200000025916","Українська","АЗЕОНАМ"
16463,"UA-000000000-000000026","200000025916","Англійська","AZEONAM"
16464,"UA-000000000-000000027","200000025916","Українська","АЗИБІОТ®"
16464,"UA-000000000-000000027","200000025916","Англійська","AZIBIOT®"
16465,"UA-000000000-000000028","200000025916","Українська","АЗИДЖУБ"
16465,"UA-000000000-000000028","200000025916","Англійська","AZIJUB"
16466,"UA-000000000-000000029","200000025916","Українська","АЗИДЖУБ"
16466,"UA-000000000-000000029","200000025916","Англійська","AZIJUB"
16467,"UA-000000000-000000030","200000025916","Українська","АЗИКЛАР 250"
16467,"UA-000000000-000000030","200000025916","Англійська","AZICLAR 250"
16468,"UA-000000000-000000031","200000025916","Українська","АЗИКЛАР 500"
16468,"UA-000000000-000000031","200000025916","Англійська","AZICLAR 500"
16469,"UA-000000000-000000032","200000025916","Українська","АЗИМАКС"
16469,"UA-000000000-000000032","200000025916","Англійська","AZIMAX"
16470,"UA-000000000-000000033","200000025916","Українська","АЗИМАКС"
16470,"UA-000000000-000000033","200000025916","Англійська","AZIMAX"
16471,"UA-000000000-000000034","200000025916","Українська","АЗИМЕД®"
16471,"UA-000000000-000000034","200000025916","Англійська","AZIMED®"
16472,"UA-000000000-000000035","200000025916","Українська","АЗИМЕД®"
16472,"UA-000000000-000000035","200000025916","Англійська","AZIMED®"
16473,"UA-000000000-000000036","200000025916","Українська","АЗИМЕД®"
