495360,"агальсидаза бета"
495201,"етацизин"
494216,"метоксифлуран"
494215,"метоксифлуран"
494133,"улінастатин"
493554,"кишкова паличка"
493512,"кишкова паличка"
493496,"кислота аскорбінова (вітамін С)"
493495,"парацетамол"
493494,"фенірамін"
493493,"фенілефрин"
493383,"кислота аскорбінова (вітамін С)"
493382,"фенілефрин"
493381,"фенірамін"
493380,"парацетамол"
493320,"кислота аскорбінова"
493319,"фенірамін"
493318,"фенілефрин"
493317,"парацетамол"
493242,"кислота аскорбінова"
493241,"фенірамін"
493240,"парацетамол"
493212,"кислота аскорбінова (вітамін С)"
493210,"кислота аскорбінова (вітамін С)"
493209,"фенірамін"
493208,"парацетамол"
493118,"кліщі домашнього пилу"
493117,"кліщі домашнього пилу"
493116,"кліщі домашнього пилу"
493115,"кліщі домашнього пилу"
493114,"кліщі домашнього пилу"
492926,"кислота аскорбінова (вітамін С)"
492808,"*leonuri herba"
492798,"кисень"
492617,"кисень"
491972,"*календули настойка"
491971,"*календули настойка"
491970,"*календули настойка"
491969,"*календули настойка"
491928,"*календули настойка"
491927,"*календули настойка"
491926,"*календули настойка"
491925,"*календули настойка"
491901,"сертаконазол"
491882,"*achillea millefolium"
491881,"*achillea millefolium"
491880,"*achillea millefolium"
491826,"*календули настойка"
491825,"*календули настойка"
491824,"*календули настойка"
491710,"*грициків трава"
491709,"*грициків трава"
491689,"*трава золототисячника"
491688,"*трава золототисячника"
491687,"*трава золототисячника"
491587,"технецію (99mTc) пертехнетат"
490856,"етанол"
490803,"*cynara scolymus"
490380,"препарати плодів пальми повзучої"
490203,"каберголін"
490178,"дексибупрофен"
490158,"дексибупрофен"
490132,"йогексол"
490100,"йогексол"
490085,"оксаліплатин"
490084,"оксаліплатин"
490083,"оксаліплатин"
490060,"кальцію фолінат"
490059,"кальцію фолінат"
490058,"кальцію фолінат"
490049,"левокарнітин"
490043,"бусульфан"
490038,"еноксапарин"
490037,"еноксапарин"
490036,"еноксапарин"
490035,"еноксапарин"
490034,"еноксапарин"
490011,"бортезоміб"
489997,"азитроміцин"
489989,"азитроміцин"
489974,"десфлуран"
489967,"ризатриптан"
489955,"ризатриптан"
489943,"дексаметазон"
489935,"мельдоній"
489928,"левокарнітин"
489906,"дидрогестерон"
489883,"інозин пранобекс"
489867,"інозин пранобекс"
489857,"добутамін"
489818,"поліферментні препарати (ліпаза, протеаза та ін.)"
489803,"поліферментні препарати (ліпаза, протеаза та ін.)"
489788,"поліферментні препарати (ліпаза, протеаза та ін.)"
489733,"поліферментні препарати (ліпаза, протеаза та ін.)"
489705,"*aspergillus niger"
489589,"етанол"
489588,"етанол"
489507,"*нагідок квітки"
489506,"*нагідок квітки"
489505,"*нагідок квітки"
489476,"*melissae herba"
489475,"*melissae herba"
489474,"*melissae herba"
489382,"ібупрофен"
488271,"парацетамол"
488151,"кандесартан"
488120,"кандесартан"
488079,"кандесартан"
488035,"кандесартан"
487880,"рацекадотрил"
487872,"рацекадотрил"
487767,"рибоцикліб"
487726,"комбінації"
487725,"комбінації"
487549,"*calendula officinalis"
487341,"*календули квітки"
487340,"*календули квітки"
487339,"*календули квітки"
487338,"*календули квітки"
487337,"*calendula officinalis"
487305,"кальцію фолінат"
487304,"кальцію фолінат"
487303,"кальцію фолінат"
487302,"кальцію фолінат"
487301,"кальцію фолінат"
487150,"калію хлорид"
487149,"калію хлорид"
487042,"*живокосту кореня"
487040,"*живокосту кореня"
487038,"*живокосту настойка"
486925,"кандесартан"
486607,"дифтерійний анатоксин"
486606,"*КАШЛЮКОВИЙ ВОЛОКНИСТИЙ ГЕМАГЛЮТИНІН, АДСОРБОВАНИЙ НА АЛЮМІНІЮ ГІДРОКСИДІ"
486605,"вакцина проти дифтерії, кашлюку, поліомієліту, правця"
486604,"вакцина проти дифтерії, кашлюку, поліомієліту, правця"
486603,"вакцина проти дифтерії, кашлюку, поліомієліту, правця"
486602,"*кашлюковий пертактин"
486601,"*кашлюковий анатоксин адсорбований"
486600,"правцевий анатоксин"
486446,"*дибукаїн гідрохлорид"
486445,"декваліній"
